id,revol_bal,revol_util,total_pymnt,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
729261,13408,58%,28179.97318,24000,4179.97,2014-05-01,822.12,2014-05-01
729288,6049,94.50%,11972.53854,10000,1972.54,2012-08-01,8491.12,2016-05-01
729348,26016,52.50%,9992.31241,9000,992.31,2014-05-01,285.32,2014-04-01
729368,35657,94.80%,10991.15116,9000,1991.15,2013-12-01,1799.08,2016-05-01
729375,84148,34.80%,21231.20935,18000,3231.21,2014-03-01,503.08,2015-09-01
729381,8434,89.70%,6727.412566,5500,1227.41,2014-01-01,923.76,2016-05-01
729446,17583,53.90%,18695.47813,15000,3695.48,2014-05-01,547.82,2014-10-01
729459,16912,80.20%,24469.20869,21000,3469.21,2014-01-01,3362.38,2014-02-01
729502,12775,81.40%,17330.60631,15000,2330.61,2014-05-01,502.13,2016-05-01
729503,10363,28.90%,15858.2,11067.08,4791.12,2014-07-01,98.79,2016-05-01
729524,17981,22.20%,25935.57403,20000,5935.57,2016-05-01,432.23,2016-04-01
729539,33819,59.80%,13155.35893,10500,2655.36,2014-05-01,366.08,2014-06-01
729542,1966,2.30%,2828.611047,2200,628.61,2016-05-01,46.76,2016-04-01
729562,2724,82.50%,3025.09,3000,25.09,2011-06-01,3025.37,2011-06-01
729571,33844,85.90%,36523.79876,29000,7523.8,2014-05-01,1070.32,2014-04-01
729572,29359,20.40%,19536.18274,17500,2036.18,2014-05-01,559.37,2014-04-01
729581,23967,64.30%,12084.41,6127.9,4874.16,2013-01-01,45.6,2013-05-01
729584,8394,17.40%,5232.228808,5000,232.23,2012-05-01,3578.47,2015-12-01
729594,5388,78.10%,7591.221806,6500,1091.22,2014-05-01,213.84,2014-04-01
729600,13354,21.20%,12563.82362,12000,563.82,2011-11-01,10634.35,2016-03-01
729609,5391,18.50%,9051.272406,7500,1551.27,2016-05-01,150.53,2016-04-01
729617,16074,68.40%,25529.66163,25000,529.66,2011-08-01,411.26,2016-05-01
729647,6772,72.80%,8220.60605,7000,1220.61,2013-11-01,1590.22,2016-05-01
729661,8612,69.70%,7082.787618,6000,1082.79,2014-05-01,226.74,2015-10-01
729691,8045,33.50%,5044.956906,4125,919.96,2013-10-01,1011.91,2013-09-01
729733,5938,32.60%,5944.799458,4800,1144.8,2014-03-01,121.8,2014-03-01
729738,13773,65.90%,37590.80639,30000,7590.81,2013-01-01,22886.66,2013-02-01
729755,3844,96.10%,8707.376615,7000,1707.38,2014-02-01,968.84,2016-04-01
729785,7737,83.20%,9926.940706,8500,1426.94,2014-05-01,281.75,2016-05-01
729789,8833,38.70%,8198.233031,6000,2198.23,2014-07-01,2904.05,2014-06-01
729805,39437,77.20%,16946.20901,12700,4246.21,2016-05-01,281.65,2016-05-01
729821,3758,29.10%,13498.48,10000,3498.48,2016-02-01,173.08,2016-05-01
729827,12183,37.50%,9393.303534,8000,1393.3,2014-05-01,273.22,2014-10-01
729829,20287,47.20%,23486.09,16717.49,6768.6,2016-05-01,398.39,2016-04-01
729868,23464,68%,4481.007901,4200,281.01,2012-06-01,2924.25,2013-07-01
729869,3060,7.90%,5981.389324,5000,981.39,2016-05-01,99.08,2016-02-01
729952,8886,61.70%,7474.635325,6500,974.64,2013-08-01,2033.98,2013-08-01
729958,3204,45.80%,1490.689262,1200,290.69,2014-01-01,205.51,2014-01-01
729959,91,3%,8978.178892,8000,978.18,2014-04-01,542.39,2016-05-01
729975,17051,54.10%,1671.963711,1500,171.96,2014-01-01,234.17,2014-01-01
730003,4028,21.50%,6070.187833,5600,470.19,2011-12-01,5275.58,2016-03-01
730005,11107,79.30%,5628.928311,5000,628.93,2013-04-01,689.09,2015-02-01
730014,5299,34%,5381.41,4473.99,763.98,2013-06-01,25.68,2013-10-01
730018,9986,54.90%,12213.20487,12000,213.2,2011-07-01,11815.03,2016-05-01
730034,2399,14.30%,12212.8349,11000,1212.83,2014-05-01,346.16,2014-04-01
730036,546,54.60%,1483.713849,1000,483.71,2016-05-01,24.64,2016-04-01
730084,3622,27.40%,5612.350342,5000,612.35,2014-05-01,190.2,2016-03-01
730086,8682,52.90%,6153.9,4316.47,1539.49,2015-03-01,127.49,2015-07-01
730101,1674,26.20%,9139.171294,7600,1539.17,2014-02-01,592.4,2016-04-01
730130,21718,81.60%,19139.74,10617.71,7554.82,2014-12-01,423.78,2015-04-01
730134,5312,74.80%,5953.29219,5125,828.29,2014-05-01,178.24,2016-02-01
730140,16443,74.40%,5902.312189,5000,902.31,2014-05-01,175.83,2015-03-01
730144,0,0%,3985.745294,3100,885.75,2016-05-01,65.78,2016-04-01
730185,9323,50.40%,9109.78,4425.06,4684.72,2013-07-01,33,2016-05-01
730186,32142,77.50%,18111.5422,15000,3111.54,2014-05-01,557.14,2014-05-01
730188,3612,21.20%,50678.1199,35000,15678.12,2016-05-01,844.35,2016-04-01
730198,7225,28.70%,13203.26081,12000,1203.26,2014-02-01,294.32,2014-02-01
730242,13288,83.70%,11965.17254,8000,3965.17,2016-05-01,198.8,2016-04-01
730281,18179,49.30%,18910.22,10978.24,6543.5,2014-07-01,463.3,2014-11-01
730412,4668,86.40%,4791.42613,4000,791.43,2013-10-01,1042.54,2013-10-01
730413,4468,19.40%,18297.57004,13500,4797.57,2016-05-01,304.93,2016-04-01
730424,24148,35.60%,51820.91,32000,19820.91,2015-07-01,8913.15,2016-04-01
730439,2942,94.90%,12793.74567,10000,2793.75,2014-05-01,384.63,2014-04-01
730443,12586,59.60%,18990.02692,16000,2990.03,2013-04-01,6598.71,2016-05-01
730445,15186,39.30%,15696.38106,14000,1696.38,2012-12-01,5191.26,2014-09-01
730450,11047,46.40%,7028.484659,6000,1028.48,2013-12-01,973.45,2016-05-01
730501,8817,84.80%,16083.51081,13000,3083.51,2012-11-01,10549.62,2012-11-01
730505,5500,61.10%,1709.227487,1200,509.23,2016-05-01,27.72,2016-05-01
730523,102,1.20%,19877.26884,15000,4877.27,2014-04-01,6379.05,2016-05-01
730557,2656,11.40%,8734.124558,8000,734.12,2014-05-01,284.93,2014-04-01
730566,23685,38.50%,2170.810444,2000,170.81,2012-10-01,1120.26,2014-08-01
730568,281,35.10%,9443.738468,8000,1443.74,2014-05-01,293.02,2016-05-01
730569,3876,59.60%,7024.836487,6300,724.84,2012-08-01,4146.13,2015-12-01
730571,12657,97.40%,1448.69,119.21,611.77,2011-10-01,403.58,2012-01-01
730577,34883,41.40%,4054.81,1179.04,1353.26,2011-08-01,844.64,2012-01-01
730598,2257,29.70%,4317.851577,4000,317.85,2014-01-01,94.99,2013-12-01
730606,15954,72.50%,594.31,200.36,239.79,2011-10-01,88.32,2012-03-01
730637,1113,33.70%,7030.483301,4700,2330.48,2014-03-01,2787.15,2014-03-01
730659,2503,9%,15319.45056,13000,2319.45,2014-05-01,462.99,2014-05-01
730665,26918,58.50%,39007.07304,33000,6007.07,2013-07-01,10420.34,2016-05-01
730669,7847,76.20%,6739.176267,6000,739.18,2014-02-01,776.16,2016-04-01
730673,18884,83.60%,22456.43033,16000,6456.43,2014-12-01,6272.82,2014-12-01
730728,16107,41%,23124.93702,20000,3124.94,2013-08-01,6258.89,2016-05-01
730739,8941,38%,17561.93927,15000,2537.61,2014-05-01,1030.66,2014-05-01
730742,141,9.40%,8954.809409,7000,1954.81,2014-03-01,3753.58,2014-02-01
730773,1490,31%,11773.96,7049.94,4071.51,2014-06-01,544.71,2014-11-01
730782,13790,55.60%,28662.36002,21000,7662.36,2016-05-01,477.47,2016-05-01
730804,7747,59.10%,9446.122864,8000,1446.12,2014-05-01,303.01,2016-04-01
730827,52856,74.70%,32318.91178,27525,4793.91,2014-05-01,927.76,2015-03-01
730829,11214,23.10%,4366.772779,4000,366.77,2014-05-01,80.72,2014-04-01
730844,19537,73.20%,24152.25255,20000,4152.25,2014-10-01,704.95,2016-05-01
730853,34534,62.50%,10716.98652,9600,1116.99,2014-05-01,326.13,2015-05-01
730854,20373,60.30%,46096.31436,30000,16096.31,2015-11-01,5182.43,2016-05-01
730859,2741,11.60%,5188.901744,4800,388.9,2013-09-01,1288.07,2016-05-01
730868,0,0%,27619.59,20000,7619.59,2015-09-01,4034.06,2015-09-01
730896,1158,31.30%,6800.221442,5000,1800.22,2014-03-01,2683.82,2014-11-01
730905,4815,82.40%,11672.55389,10000,1672.55,2013-01-01,5274.26,2013-02-01
730919,2381,19.80%,13907.28999,9900,4007.29,2015-05-01,2881.77,2016-05-01
730930,26666,92.60%,9339.38646,8000,1339.39,2013-02-01,3983.03,2016-01-01
730947,6947,66.50%,8961.523065,8000,961.52,2012-05-01,5966.85,2014-12-01
730949,12444,78.30%,14142.38155,12000,2142.38,2012-11-01,7093.91,2012-11-01
731000,750,3.80%,13601.89378,10800,2801.89,2014-05-01,404.44,2014-05-01
731021,35655,80.50%,17228.15999,12000,5228.16,2016-03-01,854.91,2016-04-01
731048,2313,26.90%,17354.92823,13475,3879.93,2013-11-01,8257.72,2016-05-01
731055,1343,11.70%,6376.827581,6000,376.83,2012-03-01,4678.76,2016-05-01
731082,4222,35.50%,27712.75714,20000,7712.76,2014-07-01,9740.37,2015-08-01
731149,2807,29.90%,15090.86944,14000,1090.87,2012-05-01,557.95,2015-05-01
731164,18097,94.70%,13650.13002,9600,4050.13,2016-01-01,1113.43,2016-01-01
731205,6449,79.80%,20351.97969,15000,5351.98,2014-07-01,7189.1,2016-05-01
731219,19359,45.10%,12759.15,2877,3102.84,2012-01-01,748.11,2012-04-01
731233,25548,86.20%,21798.96,16000,5798.96,2015-11-01,2477.81,2015-11-01
731269,7320,84.10%,6722.347715,6000,722.35,2014-05-01,154.6,2014-04-01
731284,59154,81.90%,17596.84076,14400,3196.84,2013-08-01,4710.01,2013-08-01
731290,3681,54.10%,5650.588318,4800,850.59,2014-02-01,160.47,2014-01-01
731305,6001,21%,2183.515076,2000,183.52,2014-05-01,71.22,2016-04-01
731337,10333,25.80%,21205.44467,17000,4205.44,2014-04-01,8648.2,2016-05-01
731358,0,0%,1674.511186,1500,174.51,2014-05-01,51.88,2014-05-01
731366,5572,15.20%,9825.882099,9000,825.88,2014-05-01,311.34,2016-05-01
731382,15070,58.60%,8596.757656,7200,1396.76,2012-12-01,5609.41,2016-05-01
731394,1533,25.10%,3907.22013,3500,407.22,2014-05-01,118.86,2014-05-01
731445,7444,19%,22013.39002,15000,7013.39,2015-04-01,4824.85,2015-04-01
731487,8592,46.40%,17405.25545,15000,2405.26,2013-10-01,3788.6,2013-10-01
731524,8167,66.90%,10447.49922,8875,1572.5,2012-07-01,105.27,2016-02-01
731544,11153,28.20%,16732.24105,15000,1732.24,2013-09-01,4136.04,2013-08-01
731565,55833,70.10%,5614.77,1890.13,2424.11,2011-12-01,617.52,2012-04-01
731593,19421,46%,30182.10972,25000,5182.11,2013-03-01,18254.83,2016-04-01
731637,57641,72.30%,12343.31128,9600,2743.31,2016-05-01,205.24,2016-05-01
731651,126502,83.10%,7622.612042,7000,622.61,2013-08-01,694.94,2013-08-01
731655,17014,24.40%,18999.80449,18000,999.8,2012-01-01,719.88,2012-01-01
731680,5995,93.70%,1213.967341,1000,213.97,2014-05-01,35.55,2016-01-01
731689,15227,57.20%,13846.94349,12000,1846.94,2014-02-01,1544.29,2015-06-01
731690,2633,75.20%,3532.53,2191.87,1139.48,2014-11-01,79.75,2015-04-01
731717,12623,97%,33069.70009,22475,10594.7,2016-03-01,1643.32,2016-03-01
731742,1298,81.10%,15708.43,9454.1,5753.71,2015-08-01,598.28,2016-01-01
731785,24495,39%,36226.02,26500,9726.02,2016-05-01,603,2016-02-01
731799,404,2.90%,25518.08322,19000,6518.08,2014-08-01,8664.74,2015-07-01
731850,28119,96.40%,6723.08539,5600,1123.09,2013-07-01,1989.63,2013-07-01
731866,640,14.90%,6448.451968,6000,448.45,2012-04-01,2528.11,2014-08-01
731876,17933,52.60%,10181.81098,10000,181.81,2011-08-01,9856.03,2011-07-01
731879,7128,16.50%,7618.768907,7000,618.77,2013-09-01,697.56,2013-09-01
731888,12793,20.10%,13292.10679,12300,992.11,2013-05-01,4729,2015-06-01
731897,10244,61.70%,2569.767315,2200,369.77,2013-11-01,439.62,2016-05-01
731914,2740,14.80%,34238.67,25000,9238.67,2015-08-01,5518.83,2015-08-01
731998,1056,26.40%,5568.377733,5000,568.38,2013-04-01,1383.5,2016-05-01
732001,11294,65%,15812.14,9304.06,6486.74,2013-01-01,790.64,2016-05-01
732011,5828,19.50%,13383.40495,12000,1383.4,2014-02-01,1486.94,2014-02-01
732037,7685,76.80%,12768.28186,10000,2768.28,2014-06-01,61.54,2014-05-01
732060,329,4.30%,27720.54,20000,7720.54,2015-12-01,2702.34,2016-05-01
732070,6648,24.60%,13101.18683,12000,1101.19,2014-05-01,396.94,2014-05-01
732075,63980,99.30%,39381.25712,30000,9381.26,2014-05-01,1119.11,2016-05-01
732078,9771,17.50%,10465.45617,9600,865.46,2014-03-01,305.18,2016-05-01
732147,21191,77.90%,43152.83026,30000,13152.83,2014-12-01,12714.92,2016-05-01
732159,4869,74.20%,11210.89276,8000,3210.89,2016-05-01,186.15,2016-04-01
732169,0,0%,5129.020153,4250,879.02,2016-05-01,85.11,2016-04-01
732172,21405,39.90%,28275.64998,19575,8700.65,2015-07-01,4962.9,2016-05-01
732184,3581,21.10%,10703.65395,9600,1103.65,2013-02-01,6851.25,2013-02-01
732187,28332,29.70%,12630.03665,12000,630.04,2012-08-01,7932.78,2015-04-01
732192,6491,18.80%,9821.959458,9000,821.96,2014-03-01,837.41,2016-04-01
732199,0,0%,3532.306827,2400,1132.31,2016-05-01,58.38,2016-04-01
732219,9499,33.90%,25459.14715,20000,5459.15,2013-04-01,14677.12,2016-05-01
732237,2760,11.50%,7636.544162,7000,636.54,2014-02-01,865.15,2016-05-01
732254,13399,97.10%,26259.94002,18000,8259.94,2016-03-01,1298.5,2016-05-01
732259,25735,27.90%,10878.00899,10000,878.01,2012-11-01,5614.92,2012-12-01
732269,3550,15.80%,7459.38,5321.49,1788,2015-04-01,151.68,2015-09-01
732286,12372,28.10%,7583.439207,6000,1583.44,2016-05-01,125.83,2016-04-01
732306,0,0%,2028.242049,2000,28.24,2011-08-01,1908.28,2016-03-01
732310,5624,61.10%,6991.589778,6000,991.59,2014-01-01,964.12,2016-05-01
732322,6827,14%,30533.23524,25000,5533.24,2014-02-01,13421.54,2014-02-01
732385,8135,41.60%,11824.43195,10000,1824.43,2013-05-01,1049.03,2016-05-01
732401,306,1.30%,7814.481308,7000,814.48,2014-05-01,225.52,2014-05-01
732403,8160,9.40%,11128.97275,10250,878.97,2014-05-01,328.39,2014-05-01
732431,662,25.50%,2829.118267,2500,329.12,2012-09-01,774.37,2013-12-01
732466,6006,69%,11670.46618,10000,1670.47,2014-03-01,971.85,2014-09-01
732467,9869,30.50%,2272.05,1607.54,664.51,2012-02-01,252.93,2012-05-01
732470,2948,53.60%,2489.077078,2000,489.08,2014-04-01,1015.42,2016-05-01
732489,10731,27.90%,5835.88,4253.61,1128.27,2012-07-01,385.13,2012-12-01
732505,43681,89.30%,1393.88828,1200,193.89,2014-05-01,42.26,2016-05-01
732527,8042,73.80%,11804.68932,10000,1804.69,2014-05-01,377.71,2014-08-01
732529,201,1.20%,20789.07323,16000,4789.07,2014-05-01,597.11,2014-05-01
732530,9506,80.50%,31171.64977,25000,6171.65,2013-10-01,3596.04,2015-02-01
732552,4232,55%,20259.53235,17500,2759.53,2012-08-01,14602.22,2016-05-01
732561,68084,60.60%,44448.95233,35000,9448.95,2014-02-01,4876.65,2016-05-01
732563,25360,97.20%,2508.437219,2125,383.44,2014-05-01,80.03,2014-05-01
732581,6673,47.70%,8654.430556,7500,1154.43,2014-02-01,967.64,2016-05-01
732629,4270,55.50%,18338.25,12800,5538.25,2015-04-01,4036.59,2016-05-01
732635,10895,51.60%,6216.29,4779.29,1254.1,2013-05-01,35.43,2013-09-01
732637,32615,55.80%,36804.45082,32000,4804.45,2013-03-01,14823.48,2013-03-01
732670,3336,18.40%,5421.466141,4000,1421.47,2016-05-01,90.22,2016-04-01
732687,1391,24.40%,18158.60438,15000,3158.6,2013-10-01,180.8,2015-12-01
732697,1775,3%,6080.207268,5600,480.21,2014-05-01,181.08,2015-10-01
732719,1280,5%,5736.698224,5000,721.7,2012-08-01,3339.35,2014-11-01
732729,1577,8%,20058.16,12643.9,6139.4,2014-09-01,471.48,2015-02-01
732736,0,57.56%,10624.2139,9000,1624.21,2014-05-01,339.37,2016-05-01
732738,8220,94.50%,9083.652729,8000,1083.65,2013-04-01,774.13,2016-04-01
732767,1224,30%,3449.068536,3000,449.07,2013-06-01,99.4,2015-05-01
732882,30884,84.60%,7089.39,2446.52,1780.01,2013-05-01,184.04,2013-09-01
732910,1284,29.90%,10225.12,5226.78,4039.17,2014-02-01,31.35,2014-06-01
732925,631,46.74%,15996.28793,12500,3496.29,2013-07-01,8533.24,2014-09-01
732933,24261,92.20%,36443.21008,24000,12443.21,2016-02-01,2401.93,2016-04-01
732936,13648,63.80%,11220.13328,10000,1220.13,2012-10-01,6015.92,2016-04-01
732946,1092,7.60%,14717.56659,13000,1702.57,2012-06-01,11186.53,2012-06-01
732953,3287,35.70%,17330.60631,15000,2330.61,2014-05-01,494.8,2014-05-01
732956,814,5.20%,48108.13997,35000,13108.14,2015-03-01,11336.79,2015-09-01
732981,40128,93.80%,42036.37412,30000,12036.37,2014-03-01,16424.79,2016-05-01
732993,229,5.90%,7857.290481,7000,857.29,2014-05-01,254.87,2016-05-01
732998,5078,22.20%,6250.52,4265.88,1679.12,2012-11-01,330.63,2013-04-01
733005,39621,57.70%,13431.95,6262.99,5806.5,2012-10-01,710.94,2013-03-01
733039,2058,36.10%,4408.765938,4000,408.77,2013-05-01,1564.36,2013-05-01
733044,6774,15.10%,12287.88164,12000,287.88,2011-07-01,11876.47,2016-01-01
733059,31014,83.80%,29914.86933,20000,9914.87,2015-03-01,7382.8,2015-03-01
733063,12439,23.10%,25357.55042,25000,357.55,2011-06-01,25358.85,2015-02-01
733114,0,0%,27774.71167,25000,2774.71,2012-06-01,21241.38,2012-06-01
733138,8362,76%,16364.50728,14525,1839.51,2012-10-01,8778.05,2012-10-01
733144,12483,28.90%,7937.860582,7200,737.86,2013-08-01,2169.94,2013-08-01
733175,411,6.50%,13278.12,7751.03,4530.56,2014-06-01,333.13,2015-09-01
733195,17034,74.10%,3522.79,2108.36,1392.52,2013-05-01,146.84,2016-05-01
733201,6274,91.60%,4922.3,3318.85,1581.99,2012-07-01,351.67,2016-05-01
733213,606,1%,6290.319748,6000,290.32,2011-11-01,5654.71,2011-11-01
733239,24094,76.70%,38519.83,25000,13519.83,2015-03-01,8897.38,2016-05-01
733268,3974,68.50%,2989.528053,2800,189.53,2012-02-01,2269.65,2015-04-01
733280,3888,81%,6961.106617,6025,936.11,2014-05-01,205.29,2014-05-01
733300,2637,31.80%,8502.400007,6000,2502.4,2015-03-01,1994.86,2015-02-01
733311,8274,68.90%,19907.93534,13100,6807.94,2016-05-01,331.73,2016-05-01
733320,3,0%,21685.87,16000,5685.87,2016-05-01,360.91,2016-04-01
733340,5909,19.60%,5209.148086,4800,409.15,2013-06-01,1706.76,2013-07-01
733349,7966,75.20%,5499.109729,4750,749.11,2013-12-01,920.14,2013-12-01
733384,14772,39.50%,42490.72577,35000,7490.73,2014-05-01,1207.13,2016-04-01
733387,8066,57.60%,12153.17198,10600,1553.17,2012-05-01,9348.22,2012-05-01
733391,11048,88.90%,14112.70394,12000,2112.7,2013-12-01,2359.38,2015-03-01
733395,94038,31.70%,18017.17002,14200,3817.17,2015-03-01,4343.62,2016-05-01
733398,18608,75.60%,10146.77,7500,2646.77,2015-12-01,997.55,2016-03-01
733401,29906,84.50%,54132.39808,35000,19132.4,2014-11-01,14018.49,2016-05-01
733418,418,2.20%,3618.309999,3000,618.31,2016-02-01,238.71,2016-04-01
733432,0,0%,13251.36794,12000,1251.37,2013-06-01,4334.99,2013-06-01
733448,4767,56.30%,11025.07,8474.29,2227.99,2013-11-01,27.26,2014-03-01
733464,1257,11.20%,7355.522817,6400,955.52,2012-10-01,3908.11,2016-05-01
733469,55673,93.30%,10369.56386,8000,2369.56,2013-09-01,5217.85,2016-05-01
733498,7662,21%,17094.54342,12000,5094.54,2016-05-01,284.26,2016-04-01
733503,49296,78.20%,30384.20802,28000,2384.21,2011-12-01,24515.53,2016-05-01
733526,17205,95.60%,16321.47,8920.01,7401.46,2014-03-01,38.11,2016-04-01
733542,2185,29.10%,22237.98,16000,6237.98,2016-05-01,370.22,2016-04-01
733548,83507,68%,2942.557923,2700,242.56,2012-11-01,1520.09,2016-05-01
733556,15085,21.90%,6598.790004,6000,598.79,2013-04-01,2516.64,2016-05-01
733565,1180,8.40%,4600.818715,4000,600.82,2013-11-01,883.45,2013-11-01
733566,5000,55.60%,8768.689769,7500,1268.69,2013-04-01,5245.65,2013-03-01
733598,14650,87.70%,12074.33636,10000,2074.34,2014-05-01,359.18,2015-05-01
733680,16180,76.70%,17278.6392,14000,3278.64,2013-04-01,10102.01,2013-04-01
733695,0,0%,24894.24,19180.88,5713.36,2016-05-01,414.97,2016-05-01
733698,1750,5%,13276.10854,10000,3276.11,2013-09-01,5305.64,2015-01-01
733705,14180,42.10%,5320.573767,4800,520.57,2012-09-01,3002.18,2012-09-01
733721,2725,47.80%,4931.661636,4500,431.66,2012-07-01,3099.93,2012-07-01
733727,29627,96.50%,11378.46,7600.74,3777.72,2016-05-01,196.64,2016-05-01
733749,3612,97.60%,5313.461976,4200,1098.46,2014-01-01,737.74,2014-04-01
733750,302,60.40%,2335.718896,2000,335.72,2014-05-01,67.08,2016-03-01
733752,7331,67.30%,1609.453324,1350,259.45,2013-08-01,435.88,2016-03-01
733761,6193,55.80%,12204.47329,10000,2204.47,2014-05-01,357.63,2016-05-01
733784,8485,33.40%,12503.13726,11200,1303.14,2014-05-01,355.43,2014-05-01
733788,7419,72%,18000.71555,14000,4000.72,2016-05-01,299.53,2016-05-01
733791,16841,76.20%,24331.1564,20400,3931.16,2013-08-01,4470.14,2013-08-01
733807,24340,98.90%,12743.73487,10000,2743.73,2014-06-01,365.64,2014-12-01
733855,10716,26%,3322.715557,3000,322.72,2013-05-01,1186.38,2013-05-01
733858,8397,71.80%,9393.303534,8000,1393.3,2014-05-01,279.04,2016-05-01
733864,18159,54%,1760.64,925.98,834.66,2011-11-01,294.47,2016-05-01
733889,14946,82.20%,10510.88548,9000,1510.89,2014-05-01,298.28,2014-05-01
733902,25048,48.40%,6661.530919,6000,661.53,2014-05-01,188.91,2014-05-01
733907,8596,18.40%,11943.28783,11000,943.29,2014-05-01,349.19,2014-05-01
733912,2245,19.90%,10702.12959,8500,2202.13,2014-12-01,3071.55,2016-03-01
733951,21450,94.90%,8501.23,2973.35,4472.53,2012-06-01,573.04,2012-11-01
734009,29324,64.30%,6419.027957,5750,669.03,2014-05-01,196.63,2014-05-01
734018,16857,74.90%,2363.29,1102.03,1040.87,2012-11-01,119.46,2013-04-01
734022,7039,28.20%,8367.034397,7500,867.03,2013-09-01,2085.51,2013-09-01
734038,7369,23.60%,9127.140084,8000,1127.14,2013-02-01,3922.27,2016-05-01
734039,18447,50.40%,7368.913205,6000,1368.91,2014-11-01,101.51,2015-09-01
734049,5076,78.20%,1187.69,627.3,202.22,2012-01-01,103.82,2012-06-01
734060,6320,53.70%,19136.29997,13000,6136.3,2015-06-01,1559.12,2016-05-01
734092,17185,59.30%,10928.91476,8500,2428.91,2016-05-01,181.47,2016-04-01
734115,19901,66.60%,33240.89994,22800,10440.9,2016-02-01,2177.7,2016-02-01
734123,14495,50%,2099.146681,2000,99.15,2012-06-01,1378.55,2016-04-01
734138,2704,60.10%,23490.62856,22475,1015.63,2011-09-01,21938.46,2012-10-01
734152,5052,46.30%,11553.73753,10000,1553.74,2014-05-01,338.61,2014-05-01
734199,18056,15.70%,13265.87355,11675,1590.87,2014-06-01,422.8,2014-05-01
734223,47857,42%,22686.33114,18000,4686.33,2014-07-01,8210.97,2014-07-01
734232,4708,50.60%,5581.772363,5000,581.77,2014-05-01,172.89,2014-05-01
734238,17589,61.10%,10454.53792,9000,1454.54,2014-05-01,313.46,2016-05-01
734249,3436,47.70%,3586.619764,3000,586.62,2014-05-01,100.38,2014-05-01
734256,967,9%,8180.70299,7200,980.7,2013-05-01,2876.6,2013-05-01
734286,2060,54.20%,1116.354473,1000,116.35,2014-05-01,33.93,2016-01-01
734294,0,0%,23633.73348,18225,5408.73,2016-05-01,393.63,2016-01-01
734296,0,0%,3908.462338,3500,408.46,2012-09-01,2200.4,2012-09-01
734300,3245,51.50%,12140.21827,10000,2140.22,2014-05-01,349.19,2015-04-01
734308,6485,13.80%,10391.13001,7950,2441.13,2016-02-01,686.89,2016-02-01
734340,38776,84.80%,26994.95412,20000,6994.95,2014-03-01,11079.91,2016-05-01
734341,14209,76.40%,89.83,0,0,NULL,0,2011-10-01
734342,2589,52.80%,4067.529999,2800,1252.53,2016-03-01,200.47,2016-03-01
734343,17831,44.60%,5796.01,4672.36,922.32,2013-10-01,193.61,2014-03-01
734349,29358,69.10%,4425.256588,4000,425.26,2013-07-01,1336.22,2015-05-01
734358,2914,32%,2536.663394,2400,136.66,2012-01-01,1651.76,2012-01-01
734373,9317,89.60%,1917.21,1280.49,509.31,2012-10-01,119.61,2013-03-01
734387,1592,37.90%,4037.9,2978.3,838.63,2013-11-01,90,2014-08-01
734408,14302,28.70%,16483.7506,15000,1483.75,2012-08-01,8206.13,2013-07-01
734415,1178,28%,9566.191422,8000,1566.19,2012-10-01,6511.61,2016-05-01
734435,4410,65.80%,6734.820413,6000,734.82,2014-05-01,227.77,2014-05-01
734465,3741,15.60%,8291.546853,8000,291.55,2012-02-01,6365.42,2013-12-01
734475,23,7.70%,30150.68761,24000,6150.69,2012-09-01,20448.14,2015-10-01
734494,8480,49.30%,7857.29048,7000,857.29,2014-05-01,245.26,2014-05-01
734505,30816,69.60%,19952.17,8810.82,9637.01,2013-03-01,502.01,2016-02-01
734508,35486,42.50%,13210.37223,12100,1110.37,2014-05-01,387.77,2014-05-01
734525,22056,63.60%,20492.45604,15250,5242.46,2013-10-01,9860.56,2016-05-01
734537,3053,21.30%,17237.45717,11525,5712.46,2016-05-01,286.75,2016-05-01
734543,24151,47.40%,30181.41385,25000,5181.41,2013-03-01,18238.58,2013-07-01
734555,5023,34.40%,22168.1,15434.18,5886.75,2015-06-01,435.95,2015-12-01
734584,5037,45.80%,3037.888994,2500,537.89,2013-04-01,1123.95,2014-03-01
734589,52617,44.10%,11651.92955,10500,1151.93,2013-06-01,3812.44,2016-04-01
734592,1533,3.60%,14182.8286,14000,182.83,2011-11-01,1880.01,2015-11-01
734617,11418,90.60%,4671.497968,4000,671.5,2014-05-01,134.01,2014-05-01
734618,15546,79.70%,15694.02892,12000,3694.03,2016-05-01,261.39,2016-05-01
734645,322,1.70%,12068.12,5960.33,4614.66,2012-08-01,1447.91,2015-10-01
734657,2322,18.90%,3275.272613,3000,275.27,2014-05-01,108.32,2014-05-01
734664,1084,98.50%,1876.20752,1600,276.21,2013-02-01,799.66,2016-05-01
734671,9301,44.10%,0,0,0,NULL,0,2016-05-01
734712,5014,34.60%,5837.999227,5000,838,2014-04-01,327.88,2015-09-01
734732,227,0.90%,11137.73256,10000,1137.73,2013-08-01,3076.89,2016-01-01
734739,4749,55.80%,3659.507649,2800,844.51,2013-07-01,1929.19,2013-07-01
734759,6393,31.20%,8656.789359,7350,1306.79,2013-02-01,3687.45,2013-02-01
734771,6793,78.10%,4772.5,2441.95,1816.55,2013-11-01,142.46,2014-04-01
734817,21102,63%,23168.98027,21000,2168.98,2012-08-01,13708.23,2016-05-01
